标题,评分,品牌,产地,茶类,详情链接,id,荐指数,总评,茶语排行,茶语分类排行,综合评分排行,热搜排行
[书剑古茶]小青柑（2016）,8.4,书剑古茶,广东,普洱>熟茶,https://chaping.chayu.com/tea/3005,3005,3,"一款口感清爽，果味明显，果与茶滋味融合度一般的柑普。
柑皮香气较扬，带有熟茶的糯香，整体较为持久，融合度一般。汤内果味较显，汤质较厚，入口顺，汤较糯，带着明显的果酸，风格清爽甜润，喝完口内清凉生津，留香明显。不足的是会带有熟茶的焦气，喉咙微干。
",1866,458,1177,1957
[立顿]黄牌精选红茶（2017）,8.4,立顿,安徽,袋泡>其他,https://chaping.chayu.com/tea/4287,4287,3,这款袋泡茶汤色很漂亮，可以用明艳形容，花香也很明显，茶汤较厚，只是滋味表现有点欠缺，涩感较重，回甘生津不持久且喉头发干。,1866,48,764,1551
[和轩号]宫廷二号柑普茶（2015）,8.4,和轩号,广东,普洱>熟茶,https://chaping.chayu.com/tea/3008,3008,3,"这是一款滋味协调，熟普用料成熟的柑普。
该茶柑果香清新舒适，伴有普洱的药香，木香，但是头泡略带土腥味。汤质浓稠顺滑，甘润细腻，果味适宜，但中段略带苦涩，之后有回甘生津。
",1866,458,1681,2364
[大益]7572（2017）,8.4,大益,云南,普洱>熟茶,https://chaping.chayu.com/tea/4288,4288,3,"这款茶是大益熟茶的标杆产品，外形表现虽平常，茶汤表现较好，厚度及甜感较好。
总体协调性较好，耐泡度适中。
",1866,458,1177,1726
[思柏润]初心（2017）,8.4,思柏润,云南,普洱>熟茶,https://chaping.chayu.com/tea/4289,4289,3,"这款茶干茶比较漂亮，芽头和金毫凸显。出汤较快，汤色红浓，茶汤适口度较好，但是有明显的高火味，发酵程度偏高。耐泡度适中。
",1866,458,2180,1844
[平月茶业] 桂香 坦洋工夫,8.4,平月茶业,福建,红茶>其他,https://chaping.chayu.com/tea/1219,1219,3,这款红茶，香气较好。甜香带花香，高扬较持久，而相比之下，茶汤滋味较逊色，汤质虽较浓厚、,1866,284,3373,3749
[龙园号]速溶普洱茶膏（2015）,8.4,龙园号,云南,速溶茶>其他,https://chaping.chayu.com/tea/3012,3012,3,"一款各方面品质表现较好的速溶普洱茶膏。
包装较规范。茶汤红浓。香气具熟普风格，似熟枣香，且带糯香。滋味浓厚，入口顺滑，口腔回甘快，生津明显。
",1866,9,2180,2194
[十方茶]布朗古韵（2017）,8.4,十方茶,云南,普洱>熟茶,https://chaping.chayu.com/tea/4292,4292,3,"这款茶整体表现不错，虽是一款新茶，但基本没有堆味，甜香明显，还能闻到淡淡的红枣香，甜度较好，适口度较好，净度有待提高。整体协调性较好，耐泡度适中。
",1866,458,2180,1582
[茗泰茶]古韵流香（2017）,8.4,茗泰茶,云南,普洱>熟茶,https://chaping.chayu.com/tea/4293,4293,3,这款茶整体协调，没有明显的缺点，茶汤以甜为主，但是也有稍苦的感觉。虽是2017年的新茶，但是基本没有堆味，香气以甜香为主。,1866,458,2180,1928
[舍枋]野生白茶（2016）,8.4,舍枋,福建,白茶>其他,https://chaping.chayu.com/tea/2503,2503,3,"这是一款外形表现一般，内质表现有突出之处的白茶。
茶香纯净，除去开始的嫩豆香和丝丝青味，之后的日晒气就比较浓郁，持久，似春日和煦的阳光。茶汤汤感较厚，顺滑度高，整体口感甜润，但刺激性不强，回甘持久愉悦。
整体耐泡度较好，协调度较高。",1866,127,2591,3262
[蜀信]特级蒙顶甘露（2017）,8.4,蜀信,四川,绿茶>蒙顶甘露,https://chaping.chayu.com/tea/3527,3527,3,"这是一款看似不太匀整，滋味还不错的绿茶。
茶条呈墨绿色，有较多白毫，条索紧细，长短大小不一，匀整度较差。香气以嫩豆香和毫香为主，略带青草味。茶汤有一定厚度，入口甜润。
",1866,410,2938,3616
[润思]润思仙针,8.4,润思,安徽,红茶>祁门红茶,https://chaping.chayu.com/tea/968,968,3,干茶：条索细嫩紧直，,1866,284,2938,1338
[王老二]凤凰尖太平猴魁,8.4,王老二,安徽,绿茶>太平猴魁,https://chaping.chayu.com/tea/969,969,3,     外形扁平,1866,410,1681,822
[承兴德]老火耐泡霍山黄芽（2016）,8.4,承兴德,安徽,黄茶>其他,https://chaping.chayu.com/tea/2761,2761,3,"一款滋味较柔和、香气带青味的黄茶。
亮点在滋味的霍山黄芽，它滋味清鲜柔和，但香气不纯，清香中夹杂杀青不足的青气。整体的用料级别很高，但是工艺的缺陷让这款茶很难达到较高的品质。
",1866,92,764,1834
[武夷星]八三茶人大红袍 - 条形装 （2016）,8.4,武夷星,福建,乌龙>武夷山大红袍,https://chaping.chayu.com/tea/3273,3273,3,"作为一款经典的基础型岩茶，它工艺传统到位，滋味浓厚且口腔回味舒适持久。
该茶香气带有似坚果的油质香气和甜香，微有香料的辛香，火功香明显舒适。汤水厚，水含香清晰，舌根略感苦，喝完舌面的清凉感强烈，伴随持续的生津。舌面带涩，后期涩感加重，不过化得较快。
",1866,270,764,2519
[高马二溪]精制黑砖（2016）,8.4,高马二溪,湖南,黑茶>其他,https://chaping.chayu.com/tea/3018,3018,3,一款品质中等的黑砖。采用的原料粗老，内质表现平稳，没有很突出。香气纯，前三泡主要为松烟香，带木质香，之后松烟香消散，主要为淡淡木质香，持久度一般。茶汤入口顺滑，有厚度，有涩感消退较缓慢，生津较快，耐泡度一般，整体协调度较高。,1866,94,1681,2824
[佤山人家]月美人（2017）,8.4,佤山人家,云南,白茶>其它,https://chaping.chayu.com/tea/3786,3786,3,茶汤稍稍偏薄，甜度高，苦涩感不明显，口腔回甜，舌面微微生津；入口汤中日晒味明显，融合了甜蜜香，较持久，回味甜香。,1866,127,1681,1265
[红瑞徕]创典1958（2017）,8.4,红瑞徕,云南,红茶>其他,https://chaping.chayu.com/tea/4042,4042,3,"表现比较好的红茶。
茶汤滋味甜润，生津明显
茶汤滋味较甜，有一定甜度和鲜度，有润感。
",1866,284,764,1747
[九唐]上品缘金骏眉,8.4,九唐,福建,红茶>金骏眉,https://chaping.chayu.com/tea/1483,1483,3,"一款品质尚好的红茶。
该茶蜜香带甜香，香气柔和、不持久。茶汤滋味较为浓厚，口感顺滑，甜度较好，略有",1866,284,2938,1441
[徽府台]舒城小兰花御品雾毫金妆,8.4,徽府台,安徽,绿茶>其他,https://chaping.chayu.com/tea/716,716,3,干茶：干茶色呈绿黄，满披白毫，均为一芽一叶初展，芽叶,1866,410,432,1278
[ 黄山嘉保]祁门安茶（2016）,8.4, 黄山嘉保,安徽,黑茶>其他,https://chaping.chayu.com/tea/3020,3020,3,"这是一款香气特殊、但涩感明显的茶。
选用原料较嫩，茶叶有经过切断处理。茶汤前期浓郁，厚度下降后转为温和清爽风格。香气虽不张扬但较稳定，且愉悦度较好，前期是松烟香和植物甜香融合，后期则是清晰的果子香和淡淡松烟碰撞融合。明显的涩感略影响了茶叶的整体协调感，涩感在舌面堆积难化开，回甘生津较浅，喉韵不明显。",1866,94,1681,2299
[八桂凌云]老树红茶,8.4,八桂凌云,广西,红茶>其他,https://chaping.chayu.com/tea/1485,1485,3,一款品质中上的,1866,284,2591,1317
[皇家百合]湖林银针（2017）,8.4,皇家百合,福建,白茶>其他,https://chaping.chayu.com/tea/4045,4045,3,"一款品质比较一般的白茶。
干茶外形比较好，不过滋味和香气就比较一般了，茶汤较浓，也比较甜，但是入口之后比较粗，感觉整个舌面被糊了一层茶毫一样；有生豆浆味入汤，生味比较明显。


",1866,127,764,1778
[正德福兴]白毫银针（2017),8.4,正德福兴,福建,白茶>白毫银针,https://chaping.chayu.com/tea/3534,3534,3,"这款茶整体品质一般，外形、香气和滋味均没有突出的特点。
外形芽针瘦长、茸毛厚，有碎茶。香气清纯、尚有毫香，但香气不持久。滋味较清甜、醇爽，鲜爽度不高，饮后口腔干燥。
",1866,127,1177,1980
[乐品乐茶]黄山毛峰（2017）,8.4,乐品乐茶,安徽,绿茶>其他,https://chaping.chayu.com/tea/3536,3536,3,"一款有明显青草气缺陷的绿茶
香气带花香，始终伴随明显青草气，滋味甜爽，微涩化开快速，有持续的回甘生津。但干茶带有茶果，影响干茶的匀净度。
",1866,410,1177,1566
[岩脉]正山小种,8.4,岩脉,福建,红茶>其他,https://chaping.chayu.com/tea/1233,1233,3,这款红茶，品质一般。滋味平和，汤内带香，略有松烟味，味甜柔，但是感较明显，不容易化开，较快但不明显。耐泡度一般。整体香气甜香带薯香，略带青味。香气持久。,1866,284,1681,4240
[几叶]蒙顶甘露（2017）,8.4,几叶,四川,绿茶>蒙顶甘露,https://chaping.chayu.com/tea/3538,3538,3,"这款蒙顶甘露选料细嫩，外形秀美，但内质并不突出。
整体汤感偏淡，甘甜度突出，其他则一般。清香为主，带有板栗香，但是前两泡带有火味和闷味。品饮有持续的回甘生津，耐泡度一般。
",1866,410,764,1598
[树时光]宗师红茶,8.4,树时光,山东,红茶>其他,https://chaping.chayu.com/tea/1235,1235,3,这款红茶，松烟香明显而且汤内也能清晰感受到。茶汤滋味较厚，微甜、带果,1866,284,2180,3448
[老傅的茶]拙园·白茶（2016）,8.4,老傅的茶,陕西,白茶>其他,https://chaping.chayu.com/tea/2515,2515,3,"一款风格上接近福建白茶的陕西白茶，芽头略显瘦小，香气滋味都过得去。
香气带豆奶香气和略有毫香，香气浓郁，持久度尚可，滋味鲜甜甘润，汤水顺滑。
总体协调性尚可，耐冲泡度普通。",1866,127,1681,2776
[武夷星]金观音（2016）,8.4,武夷星,福建,乌龙>其他,https://chaping.chayu.com/tea/3283,3283,3,"滋味和香气较为平和的一款小品种岩茶。
花香较清扬，但并不是一路高扬，其间有较明显的回落，留香的持久度一般，汤感总体不算厚重，回甘生津也略浅，给人平平淡淡的感觉。
",1866,270,1681,2045
[知更]蒙顶甘露（2017）,8.4,知更,四川,绿茶>蒙顶甘露,https://chaping.chayu.com/tea/3539,3539,3,"这款茶整体品质一般，整体风格清爽。
外形美观，内质并不突出。清甜香舒爽持久，茶汤柔和，有较明显的鲜感，但整体厚度偏薄，回甘生津不持久。
",1866,410,1681,1396
[子乐宅]蒙顶甘露（2017）,8.4,子乐宅,四川,绿茶>蒙顶甘露,https://chaping.chayu.com/tea/3540,3540,3,这款茶选料偏粗老，以单片叶为主，老叶片和嫩叶片混合。清香清爽，嫩香为主，带有兰香和栗香，茶汤鲜甜，滋味比较平。,1866,410,2180,1270
[湖山堂]湖山堂茗茶 满口香 春茶铁观音,8.4,湖山堂,福建,乌龙>安溪铁观音,https://chaping.chayu.com/tea/213,213,3,干茶：深绿色，稍带黄，外形符合,1866,270,1177,2065
[陆卢缘]6288金骏眉（2017）,8.4,陆卢缘,福建,红茶>金骏眉,https://chaping.chayu.com/tea/3797,3797,3,"一款香气甜和，滋味普通的红茶。
茶汤厚度一般，苦味重，持久，有涩味，化开慢，口感甜，无回甘，微有生津，茶汤整体基本是薯香味，持久性一般，微带甜香和青气，整体表现一般。
",1866,284,1177,1818
[茶小隐]九十年代陈年六堡茶（1995）,8.4,茶小隐,广西,黑茶>六堡茶,https://chaping.chayu.com/tea/4053,4053,3,这是一款存储较好、参香浓郁的陈年六堡茶。干茶有陈香无杂味，叶底尚有活性，汤色棕红透亮。此茶的水面香自始至终都是浓郁干净的参香，伴有木质香。茶汤醇和，入口柔顺，前三泡滋味浓醇，陈香较显，汤水的尾调有醇苦感，水路微有砂感，较醇厚，滋润度稍弱。冲泡中后段滋味开始逐渐减弱，汤感清透，水中参香、木质香、陈香依然较浓郁，并带有甜醇感，尾水虽淡却未出水味，耐泡度尚可。,1866,94,2938,1310
[茶祖印象]三湘红 秦风1000,8.4,茶祖印象,湖南,红茶>其他,https://chaping.chayu.com/tea/1238,1238,3,一款比较普通的红茶，有着比较常见的焦糖香和平和的滋味。总体特点不算突出。,1866,284,2180,2984
[大叶爽]黑砖（2014）,8.4,大叶爽,湖南,黑茶>其它,https://chaping.chayu.com/tea/1750,1750,3,"一款带有烟味的黑砖。
陈香明显，带有，但同时也带有烟味，汤感饱满、顺滑，微化开后，回甘快。整体品质一般。",1866,94,2591,2811
[佛塔]月光白 2009,8.4,佛塔,云南,白茶>其他,https://chaping.chayu.com/tea/2006,2006,3,这款月光白干茶叶形完整，经过6年转化，茶毫已变成金黄色，并且多毫。甜香气显，入口茶汤稠厚爽滑，鲜爽度和甜度都极高，生津快且持久，留香持久。是一款保存转化都不错的月光白。,1866,127,432,3614
[狮峰牌]明前特级西湖龙井,8.4,狮峰牌,浙江,绿茶>龙井,https://chaping.chayu.com/tea/983,983,3,干茶：干茶外形,1866,410,2180,1915
[茶祖印象]三湘红 汉赋2000,8.4,茶祖印象,湖南,红茶>其他,https://chaping.chayu.com/tea/1239,1239,3,"一款在外观漂亮，用料较好，内质表现较为正常的红茶。
香气焦糖香，蜜香香较明显，稍稍带火气。
滋味甜醇，有一定鲜，无苦，微",1866,284,764,3145
[龙圣华]云南普洱茶熟茶（2006）,8.4,龙圣华,云南,普洱>熟茶,https://chaping.chayu.com/tea/1496,1496,3,此款2006年生产的普洱熟茶散茶，虽已储放了9年，但香气依旧带有杂味，总体品质一般。最大的亮点就是汤色红艳，似琥珀。香气带有陈香，后期枣香开始显露，茶汤有一定甜度，,1866,458,2180,3662
[绿乡茗]雀舌（2017）,8.4,绿乡茗,四川,绿茶>其他,https://chaping.chayu.com/tea/3288,3288,3,"一款外形细嫩，香气有青味的雀舌。
茶叶香气整体不高，香气带有明显的青豌豆香，令人不悦，随着冲泡，芽叶的鲜嫩香也有所体现。茶汤顺滑，入口有鲜活度，茶汤里也带有令人不悦的青味，品饮之中涩感略有积累，化开较慢，饮后有生津，回甘较为微弱。",1866,410,1681,2185
[冰雪冲茗]白牡丹（2017）,8.4,冰雪冲茗,福建,白茶>白牡丹,https://chaping.chayu.com/tea/3800,3800,3,"有轻微瑕疵的白茶。
茶汤有青气缺陷，散后为比较鲜甜的香气。
茶汤滋味浓，有稠感，鲜甜度均颇好，有轻微苦涩感，苦能化开，涩化开缓慢，有回甘生津。",1866,127,764,1613
[一丈堂]禮爐白牡丹一年陈(2015),8.4,一丈堂,福建,白茶>其他,https://chaping.chayu.com/tea/2009,2009,3,这款白牡丹，干茶颜色有些花杂，有梗略有青味，茶汤黄亮，香气中青草气重，茶汤稠滑，入口甜，留苦底，涩度高有青味、酵味。,1866,127,1177,3271
[大益]7592七子饼茶（2012）,8.4,大益,云南,普洱>熟茶,https://chaping.chayu.com/tea/474,474,3,干茶：干茶茶饼周正，比较松散，无撬边。撬开后条索十分疏松，黑褐，均匀分布着少量金毫。汤色：总体来说红浓为主，比较明亮。气味：香气为,1866,458,4173,2648
[义旺]特级祁红(2016),8.4,义旺,安徽,红茶>祁门红茶,https://chaping.chayu.com/tea/2778,2778,3,"一款外形细嫩，但口感一般的红茶。
该茶香气混合了甜香和花香，较持久。茶汤入口甜爽，但后期有苦涩味，化开略慢，喉底微发干。",1866,284,119,3317
[后院茶社]后院茶舍霍山黄芽（2017）,8.4,后院茶社,安徽,黄茶>霍山黄芽,https://chaping.chayu.com/tea/4058,4058,3,"这是一款品质较好的黄茶。干茶外形美观，叶底黄亮油润，汤色淡黄明亮。茶汤香气清雅，主要为栗香，稍带火味，入口柔和甜润，有鲜活感，汤有一定的厚度，口腔留香时间较长，回甘快，生津强，且持久，耐泡度较好。

",1866,92,1177,4319
